lambda	estimate	std.error	conf.low	conf.high	nzero
0.0151440391077595	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	33
0.0144557191585645	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	33
0.0137986844133425	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	33
0.0131715129112904	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	33
0.0125728473219183	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	33
0.0120013920075019	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	34
0.011455910219051	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	34
0.0109352214197254	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	34
0.0104381987299065	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	35
0.00996376648839339	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	35
0.00951089792444685	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	36
0.00907861293564229	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	37
0.00866597596672294	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	37
0.00827209398486229	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	37
0.00789611454695402	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	37
0.00753722395474654	0.0729166666666667	0.0164579914794939	0.0564586751871727	0.0893746581461606	37
0.00719464549382961	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	37
0.00686763775266159	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	37
0.00655549301799967	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	37
0.0062575357432601	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	38
0.00597312108649396	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00570163351481408	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00544248547225294	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00519511610816857	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00495899006344617	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00473359631186898	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00451844705415044	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00431307666223436	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00411704067157834	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00392991481923936	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00375129412567992	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.0035807920183075	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	39
0.00341803949485051	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	40
0.0032626843247601	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	40
0.00311439028690943	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	40
0.0029728364419408	0.0833333333333333	0.0218133684988699	0.0615199648344634	0.105146701832203	40
